YearsExperience,Education,JobRole,OrgSize,Location,Age,Gender,CompTotal,CompFreq,Currency,LanguageHaveWorkedWith
4.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Engineer, data;Data scientist or machine learning specialist;Data or business analyst",100 to 499 employees,Viet Nam,18-24 years old,Man,10000000.0,Monthly,VND	Vietnamese dong,HTML/CSS;Java;JavaScript;Node.js;PHP;Python
6.0,Some college/university study without earning a degree,"Developer, front-end",100 to 499 employees,Viet Nam,25-34 years old,Man,30000000.0,Monthly,VND	Vietnamese dong,HTML/CSS;JavaScript;TypeScript
4.0,Some college/university study without earning a degree,"Developer, front-end;Developer, full-stack",500 to 999 employees,Viet Nam,18-24 years old,Man,10000000.0,Monthly,VND	Vietnamese dong,HTML/CSS;JavaScript;Node.js;Python
8.0,"Associate degree (A.A., A.S., etc.)","Developer, mobile;Developer, front-end;Developer, embedded applications or devices",20 to 99 employees,Viet Nam,18-24 years old,Man,20000000.0,Monthly,VND	Vietnamese dong,Java;JavaScript;Kotlin
5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Other (please specify):;Academic researcher,500 to 999 employees,Viet Nam,18-24 years old,Man,20000000.0,Monthly,VND	Vietnamese dong,Assembly;C;C++;Go;JavaScript;Kotlin;Objective-C;Python
7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",100 to 499 employees,Viet Nam,25-34 years old,Woman,30000000.0,Monthly,VND	Vietnamese dong,HTML/CSS;JavaScript;PHP;TypeScript
5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Engineer, data;Developer, back-end;Student",100 to 499 employees,Viet Nam,18-24 years old,Man,20000000.0,Monthly,VND	Vietnamese dong,Bash/Shell;Python
14.0,Some college/university study without earning a degree,"Engineer, data","1,000 to 4,999 employees",Viet Nam,25-34 years old,Man,17564718.0,Monthly,VND	Vietnamese dong,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript;VBA
5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, back-end",10 to 19 employees,Viet Nam,25-34 years old,Man,5000000.0,Monthly,VND	Vietnamese dong,Python
11.0,Some college/university study without earning a degree,"Developer, full-stack;Developer, back-end",20 to 99 employees,Viet Nam,25-34 years old,Man,45000000.0,Monthly,VND	Vietnamese dong,Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;SQL;TypeScript
15.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Engineering manager",100 to 499 employees,Viet Nam,25-34 years old,Man,3500.0,Monthly,USD	United States dollar,Dart;HTML/CSS;Java;JavaScript;Node.js;Objective-C;PHP;SQL;TypeScript
6.0,"Associate degree (A.A., A.S., etc.)","Developer, front-end",10 to 19 employees,Viet Nam,18-24 years old,Man,14000000.0,Monthly,VND	Vietnamese dong,HTML/CSS;JavaScript;Node.js;PHP
7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",500 to 999 employees,Viet Nam,25-34 years old,Man,23000000.0,Monthly,VND	Vietnamese dong,C#;JavaScript
3.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Student",20 to 99 employees,Viet Nam,18-24 years old,Man,5000000.0,Monthly,VND	Vietnamese dong,Dart;Java;JavaScript;Node.js;TypeScript
10.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile;Developer, front-end",20 to 99 employees,Viet Nam,25-34 years old,Man,30000000.0,Monthly,VND	Vietnamese dong,Java;JavaScript;Kotlin;Node.js;TypeScript
5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile;Developer, back-end;Student",20 to 99 employees,Viet Nam,18-24 years old,Man,12000000.0,Monthly,VND	Vietnamese dong,Java;SQL
8.0,Some college/university study without earning a degree,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices",20 to 99 employees,Viet Nam,25-34 years old,Man,88000000.0,Monthly,VND	Vietnamese dong,Bash/Shell;Java;Kotlin;Ruby
6.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile;Developer, front-end;Developer, full-stack;Developer, back-end;Designer",20 to 99 employees,Viet Nam,25-34 years old,Man,400.0,Monthly,VND	Vietnamese dong,Java;JavaScript
9.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end",100 to 499 employees,Viet Nam,25-34 years old,Man,20000000.0,Monthly,VND	Vietnamese dong,C;C#;HTML/CSS;JavaScript;PHP
11.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",20 to 99 employees,Viet Nam,25-34 years old,Man,33000000.0,Monthly,VND	Vietnamese dong,HTML/CSS;JavaScript;Node.js;TypeScript
5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile",100 to 499 employees,Viet Nam,18-24 years old,Man,8000000.0,Monthly,VND	Vietnamese dong,C;C#;C++;HTML/CSS;Java;JavaScript;SQL;Swift
12.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end",20 to 99 employees,Viet Nam,25-34 years old,Man,30000000.0,Monthly,VND	Vietnamese dong,C#;C++;HTML/CSS;Java;JavaScript;Node.js;SQL
7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications;Developer, back-end","5,000 to 9,999 employees",Viet Nam,25-34 years old,Man,20000000.0,Monthly,VND	Vietnamese dong,C++;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript
10.0,Primary/elementary school,"Developer, mobile;Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;Developer, QA or test;Data or business analyst;System administrator;Product manager",10 to 19 employees,Viet Nam,25-34 years old,Man,200000000.0,Yearly,VND	Vietnamese dong,C#;HTML/CSS;JavaScript;PHP;Swift
7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile;Developer, front-end;Student;Educator",10 to 19 employees,Viet Nam,25-34 years old,Man,20000000.0,Monthly,VND	Vietnamese dong,Objective-C;Swift
11.0,Some college/university study without earning a degree,"Developer, back-end;DevOps specialist;Engineering manager",100 to 499 employees,Viet Nam,25-34 years old,Man,78000000.0,Monthly,VND	Vietnamese dong,Go;HTML/CSS;Java;JavaScript;PHP;SQL
0.0,Some college/university study without earning a degree,"Developer, back-end",20 to 99 employees,Viet Nam,25-34 years old,Man,1250000.0,Weekly,VND	Vietnamese dong,HTML/CSS;JavaScript;PHP;SQL;TypeScript
12.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack",20 to 99 employees,Viet Nam,25-34 years old,Man,57800000.0,Monthly,VND	Vietnamese dong,C#;Dart;HTML/CSS;JavaScript;Kotlin;Node.js;PHP;SQL
7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",100 to 499 employees,Viet Nam,18-24 years old,Man,35000000.0,Monthly,VND	Vietnamese dong,C;C#;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
4.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile","1,000 to 4,999 employees",Viet Nam,18-24 years old,Man,9500000.0,Monthly,VND	Vietnamese dong,C;Java;Kotlin;Node.js;Swift
0.0,Some college/university study without earning a degree,"Developer, back-end;Student",20 to 99 employees,Viet Nam,25-34 years old,Man,21000000.0,Monthly,VND	Vietnamese dong,Go;Python;SQL
9.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end",100 to 499 employees,Viet Nam,25-34 years old,Man,50000000.0,Monthly,VND	Vietnamese dong,C#;JavaScript;Node.js;TypeScript
12.0,Some college/university study without earning a degree,"Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Database administrator;Data or business analyst;Designer;System administrator",10 to 19 employees,Viet Nam,25-34 years old,Man,25000000.0,Monthly,VND	Vietnamese dong,C#;Crystal;HTML/CSS;JavaScript;Python;SQL
13.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","DevOps specialist;Engineer, site reliability","1,000 to 4,999 employees",Viet Nam,25-34 years old,Man,1900.0,Monthly,USD	United States dollar,Bash/Shell;PowerShell;SQL
5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, back-end",500 to 999 employees,Viet Nam,25-34 years old,Man,40000000.0,Monthly,VND	Vietnamese dong,C#;HTML/CSS;JavaScript;PowerShell;SQL
3.0,Some college/university study without earning a degree,"Developer, front-end;Developer, back-end",100 to 499 employees,Viet Nam,18-24 years old,Man,1000.0,Yearly,USD	United States dollar,Java;Node.js;Scala
4.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile;Developer, front-end",20 to 99 employees,Viet Nam,18-24 years old,Man,16000000.0,Monthly,VND	Vietnamese dong,Bash/Shell;HTML/CSS;JavaScript;TypeScript
15.0,Some college/university study without earning a degree,"Developer, full-stack","1,000 to 4,999 employees",Viet Nam,25-34 years old,Man,47000000.0,Monthly,VND	Vietnamese dong,Bash/Shell;C#;HTML/CSS;JavaScript;Kotlin;SQL;TypeScript
8.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Product manager",20 to 99 employees,Viet Nam,25-34 years old,Man,420000000.0,Yearly,VND	Vietnamese dong,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript
6.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Academic researcher;Developer, embedded applications or devices;Data or business analyst;Designer;System administrator","10,000 or more employees",Viet Nam,25-34 years old,Man,500000000.0,Monthly,VND	Vietnamese dong,C#;HTML/CSS;JavaScript;SQL
5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, back-end",100 to 499 employees,Viet Nam,18-24 years old,Man,17000000.0,Monthly,VND	Vietnamese dong,Bash/Shell;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript
13.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Developer, game or graphics;Product manager",20 to 99 employees,Viet Nam,25-34 years old,Man,80000000.0,Monthly,VND	Vietnamese dong,Java;JavaScript;Node.js;PHP;Python;SQL
9.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","1,000 to 4,999 employees",Viet Nam,18-24 years old,Man,23000000.0,Monthly,VND	Vietnamese dong,C++;Java;Python
8.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",100 to 499 employees,Viet Nam,18-24 years old,Man,12000000.0,Monthly,VND	Vietnamese dong,C#;C++;HTML/CSS;Java;JavaScript;PHP;Ruby;SQL;TypeScript
4.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile","1,000 to 4,999 employees",Viet Nam,18-24 years old,Man,14000000.0,Monthly,VND	Vietnamese dong,Dart;Java;Kotlin
5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",20 to 99 employees,Viet Nam,25-34 years old,Man,40000000.0,Monthly,VND	Vietnamese dong,JavaScript;Python;SQL;TypeScript
3.0,Some college/university study without earning a degree,"Developer, back-end",20 to 99 employees,Viet Nam,18-24 years old,Man,17000000.0,Monthly,VND	Vietnamese dong,JavaScript;TypeScript
7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end",100 to 499 employees,Viet Nam,25-34 years old,Man,50000000.0,Monthly,VND	Vietnamese dong,Bash/Shell;Go;JavaScript;Python;Scala;SQL
12.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",500 to 999 employees,Viet Nam,25-34 years old,Man,28000000.0,Monthly,VND	Vietnamese dong,Java
7.0,"Associate degree (A.A., A.S., etc.)","Developer, front-end","1,000 to 4,999 employees",Viet Nam,25-34 years old,Man,8000000.0,Monthly,VND	Vietnamese dong,Bash/Shell;C;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Lua;MATLAB;Python;SQL;TypeScript
4.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",20 to 99 employees,Viet Nam,18-24 years old,Man,18000000.0,Monthly,VND	Vietnamese dong,JavaScript;PHP;Python;TypeScript
3.0,Something else,"Developer, front-end",20 to 99 employees,Viet Nam,25-34 years old,Man,1000.0,Monthly,AED United Arab Emirates dirham,HTML/CSS;JavaScript
5.0,Some college/university study without earning a degree,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Developer, mobile;Developer, embedded applications or devices;Developer, game or graphics",20 to 99 employees,Viet Nam,25-34 years old,Man,26000000.0,Monthly,VND	Vietnamese dong,C#
5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",20 to 99 employees,Viet Nam,25-34 years old,Man,12000000.0,Monthly,VND	Vietnamese dong,HTML/CSS;Java;JavaScript;Python;SQL
7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","1,000 to 4,999 employees",Viet Nam,25-34 years old,Man,17500000.0,Monthly,VND	Vietnamese dong,JavaScript;SQL
11.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, front-end;Developer, full-stack;Developer, mobile;Developer, game or graphics",20 to 99 employees,Viet Nam,25-34 years old,Man,551612205.0,Yearly,VND	Vietnamese dong,JavaScript;PowerShell;TypeScript
20.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Engineer, site reliability;Developer, full-stack",20 to 99 employees,Viet Nam,35-44 years old,Man,190000.0,Yearly,USD	United States dollar,Elixir;HTML/CSS;JavaScript;Kotlin;Ruby;Rust;SQL;TypeScript
1.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",20 to 99 employees,Viet Nam,18-24 years old,Man,5000.0,Monthly,VND	Vietnamese dong,C;JavaScript;TypeScript
12.0,"Associate degree (A.A., A.S., etc.)","Developer, full-stack",10 to 19 employees,Viet Nam,25-34 years old,Man,35000000.0,Monthly,VND	Vietnamese dong,C#;HTML/CSS;JavaScript;SQL
7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile",20 to 99 employees,Viet Nam,25-34 years old,Man,53000000.0,Monthly,VND	Vietnamese dong,Dart;HTML/CSS;Java;JavaScript;SQL;TypeScript
5.0,Some college/university study without earning a degree,Security professional,"1,000 to 4,999 employees",Viet Nam,18-24 years old,Prefer not to say,700.0,Monthly,USD	United States dollar,Assembly;C#;C++;JavaScript
6.0,Some college/university study without earning a degree,"Developer, front-end;Developer, full-stack;Developer, back-end",100 to 499 employees,Viet Nam,25-34 years old,Man,2500.0,Monthly,USD	United States dollar,HTML/CSS;JavaScript;TypeScript
3.0,Some college/university study without earning a degree,"Developer, front-end;Developer, full-stack;Developer, back-end",20 to 99 employees,Viet Nam,18-24 years old,Man,11000000.0,Monthly,VND	Vietnamese dong,HTML/CSS;JavaScript;PHP
4.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Blockchain",20 to 99 employees,Viet Nam,18-24 years old,Man,21000000.0,Monthly,VND	Vietnamese dong,Bash/Shell;C++;Dart;Elixir;Go;Haskell;HTML/CSS;Java;JavaScript;Lua;PHP;Python;Rust;SQL;TypeScript
5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","5,000 to 9,999 employees",Viet Nam,25-34 years old,Man,37000000.0,Monthly,VND	Vietnamese dong,C#;HTML/CSS;JavaScript;SQL;TypeScript
4.0,"Associate degree (A.A., A.S., etc.)","Developer, full-stack",20 to 99 employees,Viet Nam,25-34 years old,Man,20000000.0,Monthly,VND	Vietnamese dong,Assembly;Bash/Shell;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;TypeScript;VBA
12.0,Some college/university study without earning a degree,Engineering manager,100 to 499 employees,Viet Nam,25-34 years old,Man,66000.0,Monthly,GBP	Pound sterling,C#;Go;HTML/CSS;TypeScript
5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end",20 to 99 employees,Viet Nam,18-24 years old,Man,10000000.0,Monthly,VND	Vietnamese dong,Bash/Shell;C#;Java;PowerShell;SQL;TypeScript
10.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, game or graphics","10,000 or more employees",Viet Nam,25-34 years old,Man,12000.0,Monthly,VND	Vietnamese dong,C;C#;C++;Java;Objective-C;PowerShell;Python
11.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Blockchain",100 to 499 employees,Viet Nam,18-24 years old,Man,50000000.0,Monthly,VND	Vietnamese dong,Java;JavaScript;Python;TypeScript
8.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Other (please specify):,"1,000 to 4,999 employees",Viet Nam,25-34 years old,Man,30000000.0,Monthly,VND	Vietnamese dong,C;HTML/CSS;JavaScript;PowerShell;Python;SQL;VBA
2.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, back-end",100 to 499 employees,Viet Nam,25-34 years old,Man,700.0,Monthly,USD	United States dollar,Bash/Shell;JavaScript;Python;SQL
11.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Project manager;System administrator",10 to 19 employees,Viet Nam,25-34 years old,Man,2000.0,Monthly,USD	United States dollar,HTML/CSS;JavaScript;PHP
4.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, back-end",100 to 499 employees,Viet Nam,25-34 years old,Man,25000000.0,Monthly,VND	Vietnamese dong,C#;HTML/CSS;JavaScript;SQL;TypeScript
3.0,Some college/university study without earning a degree,"Developer, full-stack",100 to 499 employees,Viet Nam,18-24 years old,Man,23000000.0,Monthly,VND	Vietnamese dong,JavaScript
6.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end","1,000 to 4,999 employees",Viet Nam,18-24 years old,Man,14000000.0,Monthly,VND	Vietnamese dong,C;C#;C++;Dart;HTML/CSS;Java;JavaScript;MATLAB;R;SQL;Swift
6.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile",100 to 499 employees,Viet Nam,18-24 years old,Man,1400.0,Monthly,USD	United States dollar,C++;Dart;Swift
5.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;Student;Developer, mobile",20 to 99 employees,Viet Nam,18-24 years old,Man,4000000.0,Monthly,VND	Vietnamese dong,HTML/CSS;JavaScript;PHP;SQL;Swift;TypeScript
12.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, back-end",500 to 999 employees,Viet Nam,25-34 years old,Man,60000.0,Yearly,VND	Vietnamese dong,JavaScript;Python;SQL;TypeScript
7.0,Some college/university study without earning a degree,"Engineer, data",100 to 499 employees,Viet Nam,25-34 years old,Man,30000000.0,Monthly,VND	Vietnamese dong,Java;Python;Scala
7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",100 to 499 employees,Viet Nam,25-34 years old,Man,48000000.0,Monthly,VND	Vietnamese dong,Java;JavaScript;Python;Scala;SQL;TypeScript
6.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,20 to 99 employees,Viet Nam,25-34 years old,Man,20000000.0,Monthly,VND	Vietnamese dong,PowerShell;Python
10.0,Primary/elementary school,"Developer, front-end;Developer, full-stack;Database administrator;Academic researcher;Blockchain",20 to 99 employees,Viet Nam,18-24 years old,Man,20000000.0,Monthly,VND	Vietnamese dong,Go;Groovy;Haskell;HTML/CSS;Java;JavaScript;Julia;Kotlin;LISP;Lua;MATLAB;OCaml;Objective-C;Perl
