YearsExperience,Education,JobRole,OrgSize,Location,Age,Gender,CompTotal,CompFreq,Currency,LanguageHaveWorkedWith
4.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Engineer, site reliability;DevOps specialist",100 to 499 employees,Viet Nam,18-24 years old,Man,12000000.0,Monthly,VND	Vietnamese dong,Go;JavaScript;Rust;TypeScript
12.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end",100 to 499 employees,Viet Nam,25-34 years old,Man,120000000.0,Monthly,VND	Vietnamese dong,Java;Kotlin
8.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications",100 to 499 employees,Viet Nam,25-34 years old,Man,35000000.0,Monthly,VND	Vietnamese dong,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
8.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile",500 to 999 employees,Viet Nam,25-34 years old,Man,40000000.0,Monthly,VND	Vietnamese dong,Dart;Python;Swift
10.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications",10 to 19 employees,Viet Nam,25-34 years old,Man,383500000.0,Yearly,VND	Vietnamese dong,HTML/CSS;JavaScript;PHP;Python;SQL
35.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",20 to 99 employees,Viet Nam,45-54 years old,Man,80000000.0,Monthly,VND	Vietnamese dong,C#;HTML/CSS;SQL
10.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Blockchain",100 to 499 employees,Viet Nam,25-34 years old,Man,51000000.0,Monthly,VND	Vietnamese dong,HTML/CSS;JavaScript;TypeScript
9.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end",20 to 99 employees,Viet Nam,25-34 years old,Man,13000000.0,Monthly,VND	Vietnamese dong,C#;Dart;HTML/CSS;JavaScript;SQL;Swift;TypeScript
5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist;Academic researcher,20 to 99 employees,Viet Nam,18-24 years old,Man,12000000.0,Monthly,VND	Vietnamese dong,Bash/Shell;Java;JavaScript;Julia;Lua;MATLAB;Python
8.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, back-end;Cloud infrastructure engineer","1,000 to 4,999 employees",Viet Nam,25-34 years old,Man,800.0,Monthly,USD	United States dollar,Bash/Shell;C;C++;Go;HTML/CSS;JavaScript;PowerShell;Python;Ruby;SQL
3.0,Some college/university study without earning a degree,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, QA or test;Database administrator",20 to 99 employees,Viet Nam,25-34 years old,Man,25000000.0,Monthly,VND	Vietnamese dong,HTML/CSS;JavaScript;PHP;SQL;TypeScript
3.0,Some college/university study without earning a degree,"Developer, front-end;Developer, full-stack;Developer, back-end",100 to 499 employees,Viet Nam,18-24 years old,Man,9000000.0,Monthly,VND	Vietnamese dong,HTML/CSS;JavaScript;PHP
10.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;DevOps specialist",100 to 499 employees,Viet Nam,25-34 years old,Man,15000000.0,Monthly,VND	Vietnamese dong,Bash/Shell;Java;JavaScript;Rust;TypeScript
4.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;DevOps specialist","1,000 to 4,999 employees",Viet Nam,25-34 years old,Man,44000000.0,Monthly,VND	Vietnamese dong,C#;HTML/CSS;JavaScript;PowerShell;SQL
7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;Developer, desktop or enterprise applications;Educator;Project manager;Blockchain",20 to 99 employees,Viet Nam,25-34 years old,Man,20000.0,Yearly,VND	Vietnamese dong,C#;JavaScript;PHP
8.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, mobile",20 to 99 employees,Viet Nam,25-34 years old,Man,18000000.0,Monthly,VND	Vietnamese dong,HTML/CSS;JavaScript;TypeScript
4.0,Some college/university study without earning a degree,"Developer, front-end;Developer, full-stack;Developer, back-end;Student",20 to 99 employees,Viet Nam,18-24 years old,Man,300.0,Monthly,VND	Vietnamese dong,C#;HTML/CSS;JavaScript;SQL;TypeScript
5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;Student","5,000 to 9,999 employees",Viet Nam,18-24 years old,Man,430.0,Monthly,VND	Vietnamese dong,Java;JavaScript;Scala;SQL
4.0,Some college/university study without earning a degree,"Developer, back-end",100 to 499 employees,Viet Nam,18-24 years old,Man,9000000.0,Monthly,VND	Vietnamese dong,JavaScript;TypeScript
4.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, game or graphics;Designer;System administrator;Blockchain;Security professional",10 to 19 employees,Viet Nam,18-24 years old,Man,75000000.0,Monthly,VND	Vietnamese dong,C;C#;C++;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL
5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;Developer, desktop or enterprise applications",20 to 99 employees,Viet Nam,18-24 years old,Man,8500000.0,Monthly,VND	Vietnamese dong,C;C#;HTML/CSS;Java;JavaScript;PHP;SQL
12.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;Developer, desktop or enterprise applications","10,000 or more employees",Viet Nam,25-34 years old,Man,5500.0,Monthly,USD	United States dollar,C#;Dart;Java;JavaScript
4.0,"Associate degree (A.A., A.S., etc.)","Engineer, data;Developer, back-end",10 to 19 employees,Viet Nam,18-24 years old,Man,9000000.0,Monthly,VND	Vietnamese dong,Go;Java
10.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile",10 to 19 employees,Viet Nam,25-34 years old,Man,1000.0,Monthly,VND	Vietnamese dong,C++;Java;Objective-C;Swift
9.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Project manager",10 to 19 employees,Viet Nam,25-34 years old,Man,50000000.0,Monthly,VND	Vietnamese dong,C;HTML/CSS;JavaScript;PHP;SQL;TypeScript
2.0,Some college/university study without earning a degree,"Developer, mobile",100 to 499 employees,Viet Nam,25-34 years old,Man,32000000.0,Monthly,VND	Vietnamese dong,C;HTML/CSS;JavaScript;Python;Swift
5.0,Some college/university study without earning a degree,"Developer, desktop or enterprise applications;Database administrator;System administrator","1,000 to 4,999 employees",Viet Nam,18-24 years old,Man,6100000.0,Monthly,VND	Vietnamese dong,HTML/CSS;Java
5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, mobile",20 to 99 employees,Viet Nam,18-24 years old,Man,14000000.0,Yearly,VND	Vietnamese dong,JavaScript;PHP
5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end",500 to 999 employees,Viet Nam,25-34 years old,Man,2680.0,Monthly,USD	United States dollar,HTML/CSS;JavaScript;TypeScript
16.0,Primary/elementary school,"Engineer, site reliability;Developer, full-stack;Developer, back-end;Database administrator;DevOps specialist;Cloud infrastructure engineer;System administrator;Security professional",20 to 99 employees,Viet Nam,25-34 years old,Man,40000000.0,Monthly,VND	Vietnamese dong,Bash/Shell;C;C++;COBOL;Go;HTML/CSS;JavaScript;Lua;Perl;PHP;Python;SQL;TypeScript
9.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;Developer, desktop or enterprise applications;Database administrator;System administrator",10 to 19 employees,Viet Nam,18-24 years old,Man,10000000.0,Monthly,VND	Vietnamese dong,C#;C++;HTML/CSS;Java;JavaScript;PowerShell;SQL
13.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end",20 to 99 employees,Viet Nam,25-34 years old,Man,1000000000.0,Monthly,VND	Vietnamese dong,Go;JavaScript;Python
2.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",20 to 99 employees,Viet Nam,18-24 years old,Man,5000.0,Yearly,VND	Vietnamese dong,C;HTML/CSS;JavaScript;TypeScript
5.0,Some college/university study without earning a degree,"Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Student;Data or business analyst;Blockchain",20 to 99 employees,Viet Nam,18-24 years old,Man,15000000.0,Monthly,VND	Vietnamese dong,C++;Dart;Go;HTML/CSS;Java;JavaScript;PHP;Python;Solidity;SQL
20.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Engineering manager;Project manager;Product manager",10 to 19 employees,Viet Nam,35-44 years old,Man,120000000.0,Monthly,VND	Vietnamese dong,C#;C++;Elixir;Erlang;HTML/CSS;Java;JavaScript;SQL
1.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",DevOps specialist,"5,000 to 9,999 employees",Viet Nam,18-24 years old,Man,20.0,Weekly,VND	Vietnamese dong,APL;HTML/CSS;Ruby;SAS;Solidity;SQL
5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, back-end",500 to 999 employees,Viet Nam,25-34 years old,Man,400000000.0,Yearly,VND	Vietnamese dong,Java
14.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","1,000 to 4,999 employees",Viet Nam,35-44 years old,Man,2000.0,Monthly,VND	Vietnamese dong,Java
5.0,Something else,"Developer, front-end",20 to 99 employees,Viet Nam,25-34 years old,Man,31750000.0,Monthly,VND	Vietnamese dong,HTML/CSS;Java;JavaScript;Lua;TypeScript
6.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;Blockchain",10 to 19 employees,Viet Nam,18-24 years old,Man,30000.0,Monthly,USD	United States dollar,C;C++;JavaScript;Python;Rust;Solidity;TypeScript
3.0,Some college/university study without earning a degree,"Developer, full-stack",10 to 19 employees,Viet Nam,25-34 years old,Man,20000000.0,Monthly,VND	Vietnamese dong,HTML/CSS;JavaScript;PHP;Python;SQL
4.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",100 to 499 employees,Viet Nam,18-24 years old,Man,16000000.0,Monthly,VND	Vietnamese dong,C;C++;Go;Rust
3.0,Some college/university study without earning a degree,"Developer, full-stack",10 to 19 employees,Viet Nam,18-24 years old,NOT PROVIDED,24000000.0,NOT PROVIDED,VND	Vietnamese dong,C++;Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript
4.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",20 to 99 employees,Viet Nam,18-24 years old,NOT PROVIDED,14400.0,NOT PROVIDED,USD	United States dollar,C#;Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;Visual Basic (.Net)
5.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,10 to 19 employees,Viet Nam,25-34 years old,NOT PROVIDED,25000.0,NOT PROVIDED,USD	United States dollar,HTML/CSS;JavaScript;Python;R;SQL
14.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",100 to 499 employees,Viet Nam,25-34 years old,NOT PROVIDED,2000000000.0,NOT PROVIDED,VND	Vietnamese dong,HTML/CSS;JavaScript;Python;TypeScript
7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Engineer, data","1,000 to 4,999 employees",Viet Nam,18-24 years old,NOT PROVIDED,23000000.0,NOT PROVIDED,VND	Vietnamese dong,SQL
5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","5,000 to 9,999 employees",Viet Nam,25-34 years old,NOT PROVIDED,100000.0,NOT PROVIDED,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python
1.0,Some college/university study without earning a degree,"Developer, full-stack",20 to 99 employees,Viet Nam,25-34 years old,NOT PROVIDED,125000000.0,NOT PROVIDED,VND	Vietnamese dong,HTML/CSS;JavaScript;R;Ruby;Rust;SQL;TypeScript
6.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",DevOps specialist,100 to 499 employees,Viet Nam,18-24 years old,NOT PROVIDED,1000000000.0,NOT PROVIDED,VND	Vietnamese dong,Go;HTML/CSS;Python;Rust;SQL;TypeScript
16.0,Some college/university study without earning a degree,"Developer, full-stack",10 to 19 employees,Viet Nam,25-34 years old,NOT PROVIDED,1000000000.0,NOT PROVIDED,VND	Vietnamese dong,HTML/CSS;JavaScript;Kotlin;PHP;Python;TypeScript
14.0,Some college/university study without earning a degree,"Developer, full-stack",20 to 99 employees,Viet Nam,25-34 years old,NOT PROVIDED,48000.0,NOT PROVIDED,USD	United States dollar,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
13.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",100 to 499 employees,Viet Nam,25-34 years old,NOT PROVIDED,850000000.0,NOT PROVIDED,VND	Vietnamese dong,Java;JavaScript;SQL
6.0,Primary/elementary school,"Developer, full-stack",20 to 99 employees,Viet Nam,18-24 years old,NOT PROVIDED,12000.0,NOT PROVIDED,VND	Vietnamese dong,C++
5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile",20 to 99 employees,Viet Nam,25-34 years old,NOT PROVIDED,24000000.0,NOT PROVIDED,VND	Vietnamese dong,Dart
11.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",20 to 99 employees,Viet Nam,25-34 years old,NOT PROVIDED,800000000.0,NOT PROVIDED,VND	Vietnamese dong,
7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",20 to 99 employees,Viet Nam,25-34 years old,NOT PROVIDED,8000.0,NOT PROVIDED,USD	United States dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python;Ruby;SQL;TypeScript
9.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile",100 to 499 employees,Viet Nam,18-24 years old,NOT PROVIDED,241000000.0,NOT PROVIDED,VND	Vietnamese dong,Dart;Java;Kotlin;Swift
5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, QA or test",100 to 499 employees,Viet Nam,25-34 years old,NOT PROVIDED,500000000.0,NOT PROVIDED,VND	Vietnamese dong,Groovy;Java;JavaScript;PowerShell;Python
17.0,Some college/university study without earning a degree,"Developer, front-end",500 to 999 employees,Viet Nam,25-34 years old,NOT PROVIDED,841000000.0,NOT PROVIDED,VND	Vietnamese dong,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;Rust;SQL;TypeScript
7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end","1,000 to 4,999 employees",Viet Nam,25-34 years old,NOT PROVIDED,520000000.0,NOT PROVIDED,VND	Vietnamese dong,JavaScript;Rust;TypeScript
3.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",100 to 499 employees,Viet Nam,25-34 years old,NOT PROVIDED,455000000.0,NOT PROVIDED,VND	Vietnamese dong,HTML/CSS;JavaScript;Python
12.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",10 to 19 employees,Viet Nam,25-34 years old,NOT PROVIDED,2000000000.0,NOT PROVIDED,VND	Vietnamese dong,C#;GDScript;HTML/CSS;JavaScript;Python
10.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Research & Development role,"5,000 to 9,999 employees",Viet Nam,25-34 years old,NOT PROVIDED,795000000.0,NOT PROVIDED,VND	Vietnamese dong,Bash/Shell (all shells);JavaScript;Python;SQL
7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile",100 to 499 employees,Viet Nam,25-34 years old,NOT PROVIDED,600000000.0,NOT PROVIDED,VND	Vietnamese dong,C#;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript
4.0,Some college/university study without earning a degree,"Developer, full-stack",100 to 499 employees,Viet Nam,25-34 years old,NOT PROVIDED,360000000.0,NOT PROVIDED,VND	Vietnamese dong,HTML/CSS;JavaScript
7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile",500 to 999 employees,Viet Nam,25-34 years old,NOT PROVIDED,210500000.0,NOT PROVIDED,VND	Vietnamese dong,C;C#;C++;Java;JavaScript;PowerShell
10.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Engineering manager,500 to 999 employees,Viet Nam,25-34 years old,NOT PROVIDED,1267245000.0,NOT PROVIDED,VND	Vietnamese dong,JavaScript;Ruby
7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Developer Experience,"5,000 to 9,999 employees",Viet Nam,25-34 years old,NOT PROVIDED,30000000.0,NOT PROVIDED,VND	Vietnamese dong,C;C#;C++;HTML/CSS;Java;JavaScript;Python;R
8.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","1,000 to 4,999 employees",Viet Nam,25-34 years old,NOT PROVIDED,200000000.0,NOT PROVIDED,VND	Vietnamese dong,GDScript;HTML/CSS;Java;JavaScript;SQL;TypeScript
5.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, full-stack","1,000 to 4,999 employees",Viet Nam,18-24 years old,NOT PROVIDED,169000000.0,NOT PROVIDED,VND	Vietnamese dong,C#;HTML/CSS;JavaScript;SQL
11.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",500 to 999 employees,Viet Nam,25-34 years old,NOT PROVIDED,1235000000.0,NOT PROVIDED,VND	Vietnamese dong,Java;JavaScript;Kotlin;SQL;TypeScript
9.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",20 to 99 employees,Viet Nam,25-34 years old,NOT PROVIDED,350000000.0,NOT PROVIDED,VND	Vietnamese dong,Assembly;Bash/Shell (all shells);C;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Python;SQL
4.0,"Associate degree (A.A., A.S., etc.)","Developer, front-end","10,000 or more employees",Viet Nam,18-24 years old,NOT PROVIDED,140000000.0,NOT PROVIDED,VND	Vietnamese dong,HTML/CSS;JavaScript;Python;SQL;TypeScript
8.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",20 to 99 employees,Viet Nam,25-34 years old,NOT PROVIDED,32500.0,NOT PROVIDED,USD	United States dollar,C#;C++;HTML/CSS;Java;JavaScript;TypeScript
7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",100 to 499 employees,Viet Nam,18-24 years old,NOT PROVIDED,7300.0,NOT PROVIDED,VND	Vietnamese dong,GDScript;HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript
5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","1,000 to 4,999 employees",Viet Nam,25-34 years old,NOT PROVIDED,1000000000.0,NOT PROVIDED,VND	Vietnamese dong,JavaScript;Scala;TypeScript
10.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","1,000 to 4,999 employees",Viet Nam,18-24 years old,NOT PROVIDED,480500000.0,NOT PROVIDED,VND	Vietnamese dong,C++;Dart;Go;Java;JavaScript;Kotlin
6.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",20 to 99 employees,Viet Nam,18-24 years old,NOT PROVIDED,240000000.0,NOT PROVIDED,VND	Vietnamese dong,Go
3.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",20 to 99 employees,Viet Nam,18-24 years old,NOT PROVIDED,102000000.0,NOT PROVIDED,VND	Vietnamese dong,Go;SQL
5.0,Some college/university study without earning a degree,"Developer, back-end",20 to 99 employees,Viet Nam,25-34 years old,NOT PROVIDED,300000000.0,NOT PROVIDED,VND	Vietnamese dong,C#;C++;Go;Java;JavaScript;Kotlin;PHP;Python;SQL
20.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Senior Executive (C-Suite, VP, etc.)",10 to 19 employees,Viet Nam,35-44 years old,NOT PROVIDED,70000.0,NOT PROVIDED,EUR European Euro,HTML/CSS;JavaScript;Kotlin;PHP;TypeScript
1.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Blockchain,100 to 499 employees,Viet Nam,18-24 years old,NOT PROVIDED,300000000.0,NOT PROVIDED,VND	Vietnamese dong,C#;HTML/CSS;Java;JavaScript;PHP;Rust;Solidity;SQL;TypeScript
4.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",100 to 499 employees,Viet Nam,25-34 years old,NOT PROVIDED,156000000.0,NOT PROVIDED,VND	Vietnamese dong,HTML/CSS;JavaScript;PHP;SQL
