YearsExperience,Education,JobRole,OrgSize,Location,Salary,CompFreq,Currency,LanguageHaveWorkedWith,Age,Gender
5.0,Bachelor,Data Scientist,20 to 99 employees,Viet Nam,12000000,Monthly,VND,NOT PROVIDED,21,Male
8.0,Bachelor,DevOps,"1,000 to 4,999 employees",Viet Nam,18400000,Monthly,VND,NOT PROVIDED,32,Male
3.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,25000000,Monthly,VND,NOT PROVIDED,27,Male
10.0,Bachelor,DevOps,100 to 499 employees,Viet Nam,15000000,Monthly,VND,NOT PROVIDED,32,Male
4.0,Bachelor,DevOps,"1,000 to 4,999 employees",Viet Nam,44000000,Monthly,VND,NOT PROVIDED,28,Male
7.0,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,38333333,Monthly,VND,NOT PROVIDED,32,Male
8.0,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,18000000,Monthly,VND,NOT PROVIDED,34,Male
4.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,6900000,Monthly,VND,NOT PROVIDED,23,Male
5.0,Bachelor,Back-end Developer,"5,000 to 9,999 employees",Viet Nam,9890000,Monthly,VND,NOT PROVIDED,21,Male
4.0,High School,Back-end Developer,100 to 499 employees,Viet Nam,9000000,Monthly,VND,NOT PROVIDED,23,Male
4.0,Master,Full-stack Developer,10 to 19 employees,Viet Nam,75000000,Monthly,VND,NOT PROVIDED,22,Male
4.0,High School,Data Scientist,10 to 19 employees,Viet Nam,9000000,Monthly,VND,NOT PROVIDED,22,Male
10.0,Bachelor,Mobile Developer,10 to 19 employees,Viet Nam,23000000,Monthly,VND,NOT PROVIDED,30,Male
9.0,Bachelor,Front-end Developer,10 to 19 employees,Viet Nam,50000000,Monthly,VND,NOT PROVIDED,34,Male
2.0,High School,Mobile Developer,100 to 499 employees,Viet Nam,32000000,Monthly,VND,NOT PROVIDED,32,Male
5.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,1166667,Monthly,VND,NOT PROVIDED,24,Male
5.0,Bachelor,Front-end Developer,500 to 999 employees,Viet Nam,61640000,Monthly,VND,NOT PROVIDED,32,Male
16.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,40000000,Monthly,VND,NOT PROVIDED,32,Male
13.0,Master,Back-end Developer,20 to 99 employees,Viet Nam,83333333,Monthly,VND,NOT PROVIDED,30,Male
2.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,9583333,Monthly,VND,NOT PROVIDED,18,Male
5.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,15000000,Monthly,VND,NOT PROVIDED,22,Male
1.0,Master,DevOps,"5,000 to 9,999 employees",Viet Nam,7360000,Monthly,VND,NOT PROVIDED,19,Male
5.0,Bachelor,Full-stack Developer,500 to 999 employees,Viet Nam,33333333,Monthly,VND,NOT PROVIDED,30,Male
6.0,Bachelor,Embedded Engineer,Less than 20 employees,Viet Nam,20833333,Monthly,VND,NOT PROVIDED,32,Male
14.0,Bachelor,Back-end Developer,"1,000 to 4,999 employees",Viet Nam,46000000,Monthly,VND,NOT PROVIDED,39,Male
5.0,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,31750000,Monthly,VND,NOT PROVIDED,28,Male
6.0,Bachelor,Data Scientist,10 to 19 employees,Viet Nam,57500000,Monthly,VND,NOT PROVIDED,23,Male
4.0,Bachelor,Full-stack Developer,Less than 20 employees,Viet Nam,16700000,Monthly,VND,NOT PROVIDED,23,Male
3.0,High School,Full-stack Developer,10 to 19 employees,Viet Nam,20000000,Monthly,VND,NOT PROVIDED,25,Male
4.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,27600000,Monthly,VND,NOT PROVIDED,20,Other
5.0,Master,Data Scientist,10 to 19 employees,Viet Nam,47916667,Monthly,VND,NOT PROVIDED,25,Other
7.0,Bachelor,Data Scientist,"1,000 to 4,999 employees",Viet Nam,23000000,Monthly,VND,NOT PROVIDED,24,Other
16.0,High School,Full-stack Developer,10 to 19 employees,Viet Nam,83333333,Monthly,VND,NOT PROVIDED,34,Other
13.0,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,70833333,Monthly,VND,NOT PROVIDED,31,Other
6.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,23000000,Monthly,VND,NOT PROVIDED,24,Other
5.0,Bachelor,Mobile Developer,20 to 99 employees,Viet Nam,24000000,Monthly,VND,NOT PROVIDED,34,Other
11.0,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,66666667,Monthly,VND,NOT PROVIDED,31,Other
5.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,41666667,Monthly,VND,NOT PROVIDED,27,Other
17.0,High School,Front-end Developer,500 to 999 employees,Viet Nam,70083333,Monthly,VND,NOT PROVIDED,34,Other
7.0,Bachelor,Front-end Developer,"1,000 to 4,999 employees",Viet Nam,43333333,Monthly,VND,NOT PROVIDED,33,Other
10.0,Bachelor,Full-stack Developer,"5,000 to 9,999 employees",Viet Nam,66250000,Monthly,VND,NOT PROVIDED,31,Other
7.0,Bachelor,Mobile Developer,100 to 499 employees,Viet Nam,50000000,Monthly,VND,NOT PROVIDED,34,Other
4.0,High School,Full-stack Developer,100 to 499 employees,Viet Nam,30000000,Monthly,VND,NOT PROVIDED,30,Other
7.0,Bachelor,Full-stack Developer,"5,000 to 9,999 employees",Viet Nam,30000000,Monthly,VND,NOT PROVIDED,30,Other
9.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,29166667,Monthly,VND,NOT PROVIDED,34,Other
4.0,High School,Front-end Developer,"10,000 or more employees",Viet Nam,11666667,Monthly,VND,NOT PROVIDED,20,Other
8.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,62291667,Monthly,VND,NOT PROVIDED,25,Other
7.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,16790000,Monthly,VND,NOT PROVIDED,24,Other
5.0,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,83333333,Monthly,VND,NOT PROVIDED,30,Other
6.0,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,20000000,Monthly,VND,NOT PROVIDED,23,Other
3.0,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,8500000,Monthly,VND,NOT PROVIDED,19,Other
5.0,High School,Back-end Developer,20 to 99 employees,Viet Nam,25000000,Monthly,VND,NOT PROVIDED,33,Other
1.0,Bachelor,Data Scientist,100 to 499 employees,Viet Nam,25000000,Monthly,VND,NOT PROVIDED,23,Other
4.0,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,13000000,Monthly,VND,NOT PROVIDED,31,Other
11.0,High School,Back-end Developer,500 to 999 employees,Viet Nam,46666667,Monthly,VND,NOT PROVIDED,34,Other
4.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,10000000,Monthly,VND,NOT PROVIDED,21,Other
6.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,43333333,Monthly,VND,NOT PROVIDED,25,Other
7.0,Master,Mobile Developer,20 to 99 employees,Viet Nam,69000000,Monthly,VND,NOT PROVIDED,25,Other
5.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,24666667,Monthly,VND,NOT PROVIDED,27,Other
0.0,Bachelor,Back-end Developer,500 to 999 employees,Viet Nam,15333333,Monthly,VND,NOT PROVIDED,29,Other
6.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,57500000,Monthly,VND,NOT PROVIDED,26,Other
6.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,19500000,Monthly,VND,NOT PROVIDED,23,Other
6.0,Bachelor,Data Scientist,500 to 999 employees,Viet Nam,10000000,Monthly,VND,NOT PROVIDED,22,Other
10.0,High School,Full-stack Developer,100 to 499 employees,Viet Nam,11500000,Monthly,VND,NOT PROVIDED,30,Other
5.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,19826087,Monthly,VND,NOT PROVIDED,32,Other
20.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,83333333,Monthly,VND,NOT PROVIDED,39,Other
8.0,Bachelor,Front-end Developer,100 to 499 employees,Viet Nam,58333333,Monthly,VND,NOT PROVIDED,26,Other
3.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,12500000,Monthly,VND,NOT PROVIDED,21,Other
0.0,High School,Back-end Developer,100 to 499 employees,Viet Nam,25000000,Monthly,VND,NOT PROVIDED,29,Other
8.0,Master,Data Scientist,20 to 99 employees,Viet Nam,32500000,Monthly,VND,NOT PROVIDED,30,Other
4.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,25000000,Monthly,VND,NOT PROVIDED,22,Other
9.0,Bachelor,Front-end Developer,"1,000 to 4,999 employees",Viet Nam,65000000,Monthly,VND,NOT PROVIDED,29,Other
9.0,Bachelor,Mobile Developer,"10,000 or more employees",Viet Nam,90083333,Monthly,VND,NOT PROVIDED,31,Other
2.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,13333333,Monthly,VND,NOT PROVIDED,31,Other
16.0,Master,Mobile Developer,20 to 99 employees,Viet Nam,86666667,Monthly,VND,NOT PROVIDED,34,Other
5.0,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,40000000,Monthly,VND,NOT PROVIDED,24,Other
0.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,29900000,Monthly,VND,NOT PROVIDED,20,Other
4.0,Master,Data Scientist,500 to 999 employees,Viet Nam,11000000,Monthly,VND,NOT PROVIDED,25,Other
6.0,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,50000000,Monthly,VND,NOT PROVIDED,30,Other
10.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,75833333,Monthly,VND,NOT PROVIDED,33,Other
4.0,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,20017000,Monthly,VND,NOT PROVIDED,23,Other
11.0,High School,Full-stack Developer,10 to 19 employees,Viet Nam,45833333,Monthly,VND,NOT PROVIDED,29,Other
7.0,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,25000000,Monthly,VND,NOT PROVIDED,28,Other
5.0,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,21666667,Monthly,VND,NOT PROVIDED,34,Other
7.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,17250000,Monthly,VND,NOT PROVIDED,24,Other
6.0,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,16666667,Monthly,VND,NOT PROVIDED,24,Other
7.0,Bachelor,Data Scientist,20 to 99 employees,Viet Nam,80000000,Monthly,VND,NOT PROVIDED,31,Other
5.0,High School,Back-end Developer,20 to 99 employees,Viet Nam,30833333,Monthly,VND,NOT PROVIDED,24,Other
5.0,Bachelor,Back-end Developer,500 to 999 employees,Viet Nam,41166667,Monthly,VND,NOT PROVIDED,32,Other
7.0,Bachelor,Data Scientist,"10,000 or more employees",Viet Nam,24000000,Monthly,VND,NOT PROVIDED,24,Other
4.0,High School,Back-end Developer,10 to 19 employees,Viet Nam,35000000,Monthly,VND,NOT PROVIDED,30,Other
3.0,Bachelor,Full-stack Developer,500 to 999 employees,Viet Nam,17250000,Monthly,VND,NOT PROVIDED,22,Other
6.0,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,20000000,Monthly,VND,NOT PROVIDED,31,Other
6.0,Bachelor,DevOps,10 to 19 employees,Viet Nam,16666667,Monthly,VND,NOT PROVIDED,24,Other
5.0,Bachelor,Data Scientist,"10,000 or more employees",Viet Nam,28000000,Monthly,VND,NOT PROVIDED,31,Other
7.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,40000000,Monthly,VND,NOT PROVIDED,29,Other
2.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,8500000,Monthly,VND,NOT PROVIDED,21,Other
8.0,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,24000000,Monthly,VND,NOT PROVIDED,25,Other
8.0,Bachelor,Full-stack Developer,"10,000 or more employees",Viet Nam,26666667,Monthly,VND,NOT PROVIDED,28,Other
6.0,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,21850000,Monthly,VND,NOT PROVIDED,24,Other
13.0,High School,Full-stack Developer,10 to 19 employees,Viet Nam,57500000,Monthly,VND,NOT PROVIDED,40,Other
4.0,High School,Mobile Developer,100 to 499 employees,Viet Nam,10000000,Monthly,VND,NOT PROVIDED,22,Other
14.0,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,40083333,Monthly,VND,NOT PROVIDED,34,Other
12.0,High School,Front-end Developer,100 to 499 employees,Viet Nam,65000000,Monthly,VND,NOT PROVIDED,29,Other
3.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,46000000,Monthly,VND,NOT PROVIDED,34,Other
3.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,12000000,Monthly,VND,NOT PROVIDED,20,Other
10.0,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,60000000,Monthly,VND,NOT PROVIDED,31,Other
7.0,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,54166667,Monthly,VND,NOT PROVIDED,25,Other
8.0,Bachelor,Back-end Developer,"1,000 to 4,999 employees",Viet Nam,23000000,Monthly,VND,NOT PROVIDED,29,Other
0.0,Bachelor,Full-stack Developer,"10,000 or more employees",Viet Nam,16666667,Monthly,VND,NOT PROVIDED,22,Other
8.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,29166667,Monthly,VND,NOT PROVIDED,24,Other
5.0,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,20700000,Monthly,VND,NOT PROVIDED,30,Other
5.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,27500000,Monthly,VND,NOT PROVIDED,27,Other
9.0,Bachelor,Back-end Developer,10 to 19 employees,Viet Nam,33333333,Monthly,VND,NOT PROVIDED,28,Other
8.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,31916667,Monthly,VND,NOT PROVIDED,31,Other
5.0,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,11000000,Monthly,VND,NOT PROVIDED,21,Other
8.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,25000000,Monthly,VND,NOT PROVIDED,29,Other
5.0,Bachelor,Back-end Developer,10 to 19 employees,Viet Nam,30000000,Monthly,VND,NOT PROVIDED,24,Other
6.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,53128000,Monthly,VND,NOT PROVIDED,25,Other
0.0,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,13333333,Monthly,VND,NOT PROVIDED,21,Other
5.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,20000000,Monthly,VND,NOT PROVIDED,22,Other
7.0,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,17333333,Monthly,VND,NOT PROVIDED,24,Other
10.0,Master,Full-stack Developer,"10,000 or more employees",Viet Nam,24916667,Monthly,VND,NOT PROVIDED,29,Other
8.0,Bachelor,Front-end Developer,10 to 19 employees,Viet Nam,30000000,Monthly,VND,NOT PROVIDED,31,Other
6.0,Bachelor,DevOps,20 to 99 employees,Viet Nam,16666667,Monthly,VND,NOT PROVIDED,23,Other
9.0,Bachelor,Back-end Developer,"1,000 to 4,999 employees",Viet Nam,35000000,Monthly,VND,NOT PROVIDED,28,Other
11.0,Master,Back-end Developer,100 to 499 employees,Viet Nam,54166667,Monthly,VND,NOT PROVIDED,31,Other
5.0,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,10000000,Monthly,VND,NOT PROVIDED,22,Other
4.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,33333333,Monthly,VND,NOT PROVIDED,20,Other
5.0,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,37500000,Monthly,VND,NOT PROVIDED,21,Other
6.0,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,15000000,Monthly,VND,NOT PROVIDED,23,Other
5.0,Bachelor,Back-end Developer,"1,000 to 4,999 employees",Viet Nam,24916667,Monthly,VND,NOT PROVIDED,24,Other
6.0,Bachelor,Data Scientist,20 to 99 employees,Viet Nam,25000000,Monthly,VND,NOT PROVIDED,30,Other
5.0,Master,Back-end Developer,"10,000 or more employees",Viet Nam,25000000,Monthly,VND,NOT PROVIDED,33,Other
8.0,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,79861111,Monthly,VND,NOT PROVIDED,34,Other
3.0,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,11500000,Monthly,VND,NOT PROVIDED,20,Other
9.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,25000000,Monthly,VND,NOT PROVIDED,26,Other
10.0,Bachelor,Full-stack Developer,500 to 999 employees,Viet Nam,41666667,Monthly,VND,NOT PROVIDED,30,Other
9.0,Master,Full-stack Developer,10 to 19 employees,Viet Nam,41666667,Monthly,VND,NOT PROVIDED,25,Other
6.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,66666667,Monthly,VND,NOT PROVIDED,22,Other
5.0,High School,Full-stack Developer,100 to 499 employees,Viet Nam,25000000,Monthly,VND,NOT PROVIDED,33,Other
10.0,Bachelor,Front-end Developer,"5,000 to 9,999 employees",Viet Nam,72500000,Monthly,VND,NOT PROVIDED,27,Other
6.0,Bachelor,Full-stack Developer,Less than 20 employees,Viet Nam,69000000,Monthly,VND,NOT PROVIDED,24,Other
5.0,Bachelor,Back-end Developer,"5,000 to 9,999 employees",Viet Nam,16250000,Monthly,VND,NOT PROVIDED,31,Other
10.0,Bachelor,Mobile Developer,10 to 19 employees,Viet Nam,35750000,Monthly,VND,NOT PROVIDED,33,Other
8.0,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,10000000,Monthly,VND,NOT PROVIDED,24,Other
4.0,High School,Back-end Developer,100 to 499 employees,Viet Nam,20000000,Monthly,VND,NOT PROVIDED,22,Other
6.0,Bachelor,Embedded Engineer,10 to 19 employees,Viet Nam,40000000,Monthly,VND,NOT PROVIDED,25,Other
10.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,29166667,Monthly,VND,NOT PROVIDED,33,Other
12.0,High School,Full-stack Developer,10 to 19 employees,Viet Nam,33333333,Monthly,VND,NOT PROVIDED,36,Other
7.0,Bachelor,Full-stack Developer,Less than 20 employees,Viet Nam,30449164,Monthly,VND,NOT PROVIDED,25,Other
2.0,High School,Back-end Developer,Less than 20 employees,Viet Nam,6750000,Monthly,VND,NOT PROVIDED,24,Other
17.0,High School,Front-end Developer,Less than 20 employees,Viet Nam,26750000,Monthly,VND,NOT PROVIDED,34,Other
2.0,High School,Full-stack Developer,100 to 499 employees,Viet Nam,14166667,Monthly,VND,NOT PROVIDED,30,Other
4.0,Bachelor,DevOps,20 to 99 employees,Viet Nam,48750000,Monthly,VND,NOT PROVIDED,32,Other
3.0,High School,Full-stack Developer,Less than 20 employees,Viet Nam,6750000,Monthly,VND,NOT PROVIDED,19,Other
6.0,Bachelor,Data Scientist,20 to 99 employees,Viet Nam,25000000,Monthly,VND,NOT PROVIDED,33,Other
8.0,Bachelor,Full-stack Developer,Less than 20 employees,Viet Nam,25000000,Monthly,VND,NOT PROVIDED,29,Other
3.0,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,14400000,Monthly,VND,NOT PROVIDED,24,Other
10.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,16666667,Monthly,VND,NOT PROVIDED,30,Other
5.0,Bachelor,Front-end Developer,100 to 499 employees,Viet Nam,18000000,Monthly,VND,NOT PROVIDED,23,Other
8.0,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,65000000,Monthly,VND,NOT PROVIDED,26,Other
9.0,Bachelor,Full-stack Developer,500 to 999 employees,Viet Nam,29166667,Monthly,VND,NOT PROVIDED,26,Other
10.0,High School,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,33333333,Monthly,VND,NOT PROVIDED,40,Other
14.0,High School,Mobile Developer,Less than 20 employees,Viet Nam,61333333,Monthly,VND,NOT PROVIDED,31,Other
3.0,High School,Full-stack Developer,Less than 20 employees,Viet Nam,12144000,Monthly,VND,NOT PROVIDED,22,Other
3.0,High School,Full-stack Developer,Less than 20 employees,Viet Nam,6750000,Monthly,VND,NOT PROVIDED,22,Other
8.0,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,25000000,Monthly,VND,NOT PROVIDED,34,Other
16.0,Bachelor,Full-stack Developer,Less than 20 employees,Viet Nam,60000000,Monthly,VND,NOT PROVIDED,35,Other
17.0,Bachelor,DevOps,Less than 20 employees,Viet Nam,21000000,Monthly,VND,NOT PROVIDED,43,Other
2.0,Bachelor,Back-end Developer,500 to 999 employees,Viet Nam,12000000,Monthly,VND,NOT PROVIDED,20,Other
6.0,High School,Full-stack Developer,Less than 20 employees,Viet Nam,6750000,Monthly,VND,NOT PROVIDED,24,Other
8.0,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,20833333,Monthly,VND,NOT PROVIDED,27,Other
7.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,12000000,Monthly,VND,NOT PROVIDED,29,Other
0.0,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,40000000,Monthly,VND,NOT PROVIDED,27,Other
7.0,High School,Data Scientist,10 to 19 employees,Viet Nam,6750000,Monthly,VND,NOT PROVIDED,24,Other
3.0,Bachelor,Data Scientist,20 to 99 employees,Viet Nam,2000000,Monthly,VND,NOT PROVIDED,20,Other
5.0,High School,Front-end Developer,20 to 99 employees,Viet Nam,10000000,Monthly,VND,NOT PROVIDED,43,Other
7.0,Bachelor,Data Scientist,Less than 20 employees,Viet Nam,81600000,Monthly,VND,NOT PROVIDED,33,Other
6.0,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,15000000,Monthly,VND,NOT PROVIDED,29,Other
4.0,Master,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,16666667,Monthly,VND,NOT PROVIDED,34,Other
11.0,Bachelor,Embedded Engineer,20 to 99 employees,Viet Nam,45833333,Monthly,VND,NOT PROVIDED,30,Other
5.0,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,14080000,Monthly,VND,NOT PROVIDED,23,Other
6.0,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,36780000,Monthly,VND,NOT PROVIDED,34,Other
2.0,Bachelor,Data Scientist,"1,000 to 4,999 employees",Viet Nam,16666667,Monthly,VND,NOT PROVIDED,31,Other
3.0,High School,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,26780000,Monthly,VND,NOT PROVIDED,29,Other
6.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,21666667,Monthly,VND,NOT PROVIDED,30,Other
11.0,Bachelor,Embedded Engineer,Less than 20 employees,Viet Nam,36000000,Monthly,VND,NOT PROVIDED,33,Other
7.0,Bachelor,Back-end Developer,500 to 999 employees,Viet Nam,54166667,Monthly,VND,NOT PROVIDED,31,Other
5.0,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,7000000,Monthly,VND,NOT PROVIDED,30,Other
1.0,High School,Full-stack Developer,10 to 19 employees,Viet Nam,8333333,Monthly,VND,NOT PROVIDED,19,Other
5.0,High School,Full-stack Developer,100 to 499 employees,Viet Nam,18333333,Monthly,VND,NOT PROVIDED,24,Other
5.0,Bachelor,Data Scientist,100 to 499 employees,Viet Nam,20000000,Monthly,VND,NOT PROVIDED,21,Other
7.0,Bachelor,Back-end Developer,Less than 20 employees,Viet Nam,52800000,Monthly,VND,NOT PROVIDED,29,Other
25.0,Master,Full-stack Developer,10 to 19 employees,Viet Nam,35138889,Monthly,VND,NOT PROVIDED,48,Other
7.0,Bachelor,Back-end Developer,10 to 19 employees,Viet Nam,10000000,Monthly,VND,NOT PROVIDED,27,Other
7.0,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,20000000,Monthly,VND,NOT PROVIDED,29,Other
15.0,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,73920000,Monthly,VND,NOT PROVIDED,35,Other
1.0,Master,DevOps,"10,000 or more employees",Viet Nam,50600000,Monthly,VND,NOT PROVIDED,25,Other
2.0,High School,Data Scientist,10 to 19 employees,Viet Nam,10000000,Monthly,VND,NOT PROVIDED,57,Other
